1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,0
5M,RSI,Aceleracion RSI,Oscilador Estocastico,Aceleracion de Oscilador Estocastico,Nivel MACD,Aceleracion de Nivel MACD,IMDM,Aceleracion IMDM,ICBP,Aceleracion de ICBP,OA,Aceleracion de OA,RSIR,Aceleracion RSIR,Williams,Aceleracion de Williams,OU,Aceleracion de OU,Volumen ,Volumen Pendiente,Hora,Mayor o Menor 1.5m,Mayor o Menor 2.5m,Mayor o Menor 3.5m,Mayor o Menor 4.5m,
2,4,2,3,2,1,2,1,3,1,2,3,4,2,2,1,2,6,1,1,1,14.56.54,2,2,2,2,
0,4,4,3,3,1,4,1,2,1,4,3,2,2,4,1,4,7,4,1,1,14.56.23,2,1,1,2,
1,2,1,2,1,1,1,1,1,1,1,3,2,1,1,1,1,6,1,1,1,14.55.46,1,1,1,1,
1,4,4,3,3,1,4,1,2,1,4,3,2,2,3,1,4,6,4,1,1,14.55.12,1,1,1,1,
1,3,4,2,3,1,2,1,2,1,4,3,2,2,3,1,3,5,4,1,1,14.54.35,1,1,1,1,
1,2,1,2,1,1,2,1,2,1,1,3,2,2,1,1,1,5,1,1,1,14.54.00,1,1,1,1,
1,3,1,2,1,1,2,1,2,1,2,3,2,2,1,1,1,5,1,1,1,14.53.21,1,1,1,1,
1,3,1,2,1,1,1,1,2,1,1,3,2,2,1,1,1,5,1,1,1,14.52.48,2,1,1,1,
1,3,4,2,3,1,4,1,2,1,4,3,4,2,3,1,4,6,4,1,1,14.52.14,1,2,1,1,
1,2,4,2,3,1,2,1,2,1,4,2,2,2,3,1,3,5,4,1,1,14.51.41,1,2,1,1,
1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,1,1,5,1,1,1,14.51.09,1,1,1,1,
1,2,1,2,3,1,1,1,1,1,1,2,4,2,3,1,1,5,4,1,1,14.50.32,1,1,1,1,
2,3,4,2,3,1,2,2,2,1,4,1,2,1,3,1,4,4,4,1,1,14.49.55,2,2,0,2,
2,2,4,1,3,1,4,2,2,1,4,1,2,1,3,1,4,4,4,1,1,14.49.20,2,2,2,2,
0,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,14.48.47,2,2,2,0,
2,4,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,5,1,1,1,14.48.16,2,2,2,2,
2,4,4,2,3,1,2,2,3,1,4,1,2,2,3,1,3,5,3,1,1,14.47.38,2,2,2,2,
2,4,3,2,3,1,2,1,2,1,3,1,2,2,3,1,3,5,1,1,1,14.47.03,2,2,2,2,
2,4,1,2,1,1,2,1,2,1,1,1,2,2,1,1,1,5,1,1,1,14.46.33,2,2,2,2,
2,4,4,2,3,1,4,1,2,1,4,1,4,2,3,1,3,5,4,1,1,14.45.55,2,2,2,2,
2,3,1,2,3,1,1,1,1,1,1,1,4,1,2,1,1,5,3,1,1,14.45.26,2,2,2,2,
2,4,4,2,4,1,4,2,2,1,4,1,2,1,4,1,4,5,4,1,1,14.44.47,1,2,2,2,
1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,14.44.12,1,1,2,2,
1,3,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,4,1,1,1,14.43.41,1,1,1,1,
1,4,4,2,3,1,2,2,4,1,4,1,4,1,3,1,3,5,1,1,1,14.43.08,1,1,1,2,
2,3,4,2,4,1,4,1,2,1,4,1,4,1,4,1,4,5,4,1,1,14.42.32,2,2,1,2,
1,1,1,1,1,1,2,1,3,1,1,1,1,1,2,1,1,3,3,1,1,14.41.55,1,1,1,1,
1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,3,4,1,1,14.41.18,1,1,1,1,
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,14.40.40,1,1,1,1,
1,2,4,1,3,1,4,2,2,1,4,1,2,1,3,1,3,3,4,1,1,14.40.08,1,1,1,1,
1,1,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,3,1,1,1,14.39.30,1,1,1,1,
1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,14.39.01,2,1,1,1,
1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,3,1,1,1,14.38.32,2,1,1,1,
1,2,4,1,3,1,4,2,2,1,4,1,2,1,3,1,3,3,4,1,1,14.37.58,2,2,1,1,
1,2,1,1,1,1,2,2,1,1,2,1,1,1,2,1,1,3,4,1,1,14.37.28,2,2,1,1,
1,2,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,3,1,1,1,14.36.53,2,2,2,1,
2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,1,3,1,1,1,14.36.20,2,2,2,1,
2,2,3,1,3,1,1,2,1,1,3,1,1,1,4,1,3,3,4,2,2,14.35.48,0,2,2,2,
2,2,1,1,1,8,2,3,2,1,1,4,2,1,1,1,1,2,1,1,1,14.35.13,2,2,2,2,
2,3,3,1,3,8,2,3,2,1,3,4,2,1,3,1,3,3,3,1,1,14.34.42,2,2,2,2,
2,2,1,1,1,8,1,3,2,1,1,4,2,1,1,1,1,3,1,1,1,14.34.15,2,2,2,2,
2,3,1,1,1,8,1,3,3,1,1,4,2,1,1,1,1,3,1,1,1,14.33.41,2,2,2,2,
2,4,4,2,4,8,4,3,4,2,4,4,4,1,4,1,4,4,4,1,1,14.33.06,2,2,2,2,
2,2,1,1,1,8,1,3,2,1,1,3,2,1,1,1,1,3,1,1,1,14.32.29,2,2,2,2,
2,3,2,1,2,8,2,3,2,1,2,3,2,1,2,1,2,3,2,1,1,14.31.55,1,2,2,2,
2,3,3,1,3,8,2,3,2,1,3,3,2,1,3,1,3,3,3,1,1,14.31.20,2,2,2,2,
2,3,1,1,1,8,2,3,1,1,1,3,1,1,1,1,1,3,1,1,1,14.30.52,1,2,2,2,
2,3,4,1,3,8,1,3,1,1,4,4,1,1,4,1,4,3,4,1,1,14.30.19,1,2,2,2,
1,1,3,1,3,8,2,4,2,1,3,7,2,1,3,1,3,3,3,1,1,14.29.48,1,1,1,1,
1,1,4,1,3,8,4,4,2,1,4,7,2,1,2,1,3,2,4,1,1,14.29.14,1,1,1,1,
1,1,4,1,3,8,2,4,2,1,4,7,2,1,2,1,3,2,4,1,1,14.28.44,1,1,1,1,
1,1,3,1,3,8,2,4,3,1,3,7,1,1,2,1,3,2,4,1,1,14.28.11,1,1,1,1,
1,1,1,1,1,8,2,3,2,1,1,7,2,1,2,1,1,2,1,1,1,14.27.38,1,1,1,1,
1,1,1,1,1,8,2,3,2,1,1,7,2,1,2,1,1,2,1,1,1,14.27.06,1,1,1,1,
1,1,1,1,1,8,1,3,2,1,1,7,2,1,2,1,1,2,1,1,1,14.26.34,1,1,1,1,
1,1,4,1,3,8,4,3,1,1,4,7,1,1,2,1,3,2,4,1,1,14.26.00,2,2,1,1,
1,1,1,1,1,8,1,4,1,1,1,8,1,1,1,1,1,1,4,1,1,14.25.22,2,1,1,1,
1,1,2,2,2,8,2,5,2,1,2,8,2,1,2,1,2,1,2,1,1,14.24.45,2,2,2,1,
2,1,2,2,2,8,2,5,2,1,2,8,2,1,2,1,2,1,2,1,1,14.24.06,2,2,2,1,
2,1,1,2,1,8,1,5,2,1,1,8,2,1,1,1,1,1,1,1,1,14.23.37,2,2,2,2,
2,2,4,3,3,8,4,5,2,1,4,8,2,1,3,1,3,1,4,1,1,14.23.08,2,2,2,0,
2,1,1,2,1,8,2,5,2,1,1,8,2,1,1,1,1,1,1,1,1,14.22.38,2,2,2,2,
2,2,4,3,3,8,2,5,2,1,4,8,2,1,3,1,3,1,4,1,1,14.22.02,2,2,2,2,
2,1,1,2,1,8,1,5,1,1,1,8,2,1,1,1,1,1,1,1,1,14.21.29,2,2,2,2,
2,2,1,3,1,8,2,5,2,1,1,8,1,1,1,1,1,1,1,1,1,14.20.57,2,2,2,2,
2,3,4,3,1,8,1,5,1,1,4,8,1,2,1,1,3,1,3,1,1,14.20.20,2,2,2,2,
2,2,1,3,1,8,2,5,2,1,2,8,2,2,2,1,1,1,1,1,1,14.19.52,2,2,2,2,
2,2,1,3,1,8,1,5,2,1,1,8,1,2,1,1,1,1,1,1,1,14.19.20,2,2,2,2,
2,4,1,4,1,8,1,5,2,1,1,8,2,3,1,1,1,2,1,1,1,14.18.51,2,2,2,2,
2,5,4,4,3,8,4,5,2,4,4,8,2,3,3,8,3,3,1,1,1,14.18.16,2,2,2,2,
2,5,3,4,3,8,2,5,4,4,3,8,4,3,3,8,3,3,1,1,1,14.17.48,2,2,2,2,
2,5,4,4,3,8,2,5,2,4,4,8,4,3,3,8,4,3,4,1,1,14.17.10,2,2,2,2,
2,4,3,4,3,8,4,5,2,2,3,8,2,3,3,8,3,3,1,1,1,14.16.33,2,2,2,2,
2,4,4,4,3,8,2,5,2,2,4,8,4,3,3,8,3,3,4,1,1,14.15.59,2,2,2,2,
2,3,1,4,1,8,1,5,1,1,1,8,1,2,1,1,1,2,1,1,1,14.15.25,1,2,2,2,
2,4,4,5,3,8,2,6,2,3,4,8,2,4,3,8,3,3,1,1,1,14.14.49,1,1,2,2,
2,4,3,5,3,8,2,6,1,2,3,8,1,4,3,8,3,3,4,1,1,14.14.17,1,1,2,2,
2,4,1,5,1,8,1,6,2,2,1,8,2,4,1,8,1,3,1,1,1,14.13.48,1,1,1,2,
1,5,4,5,3,8,4,6,2,4,4,8,2,4,3,8,4,3,4,1,1,14.13.12,2,1,1,2,
1,4,1,5,1,8,2,6,2,3,2,8,2,4,1,8,1,3,1,1,1,14.12.39,2,1,1,2,
1,4,1,5,1,8,2,6,2,3,2,8,1,4,2,8,1,3,4,1,1,14.12.05,1,2,1,1,
0,4,1,5,1,8,2,6,2,3,1,8,2,4,1,8,1,3,1,1,1,14.11.33,2,2,0,1,
2,4,3,5,3,8,2,6,2,3,3,8,2,4,3,8,3,3,1,1,1,14.11.00,2,2,2,2,
2,4,3,5,1,8,1,6,1,3,3,8,1,4,1,8,3,3,1,1,1,14.10.31,2,2,2,2,
2,4,1,5,1,8,2,7,1,3,1,8,1,4,1,8,1,3,1,1,1,14.09.58,1,2,1,2,
2,5,1,5,1,8,1,7,2,4,1,8,2,5,1,8,1,3,1,1,1,14.09.25,2,2,2,2,
2,5,1,6,1,8,2,7,2,5,1,8,1,5,1,8,1,4,1,1,1,14.08.51,2,2,2,2,
2,6,1,6,1,8,2,7,2,6,2,8,2,5,1,8,1,4,1,1,1,14.08.14,2,2,2,2,
2,6,1,6,1,8,1,7,2,6,2,8,1,5,1,8,1,4,4,1,1,14.07.39,2,2,2,2,
2,6,1,6,1,8,2,7,2,6,2,8,2,5,1,8,1,4,1,1,1,14.07.03,2,2,2,2,
2,6,4,6,3,8,2,7,2,7,4,8,2,5,3,8,3,4,4,1,1,14.06.33,2,2,2,2,
2,6,1,6,1,8,2,7,2,6,1,8,1,5,1,8,1,4,1,1,1,14.06.03,2,2,2,2,
2,7,3,6,3,8,1,7,1,7,2,8,1,5,3,8,3,4,1,1,1,14.05.31,2,2,2,2,
2,7,1,6,1,8,2,7,2,8,1,8,2,5,1,8,1,5,1,1,1,14.04.59,2,2,2,2,
2,7,1,6,1,8,1,7,2,8,1,8,2,5,1,8,1,5,1,1,1,14.04.30,2,2,2,2,
2,8,4,6,4,8,4,7,3,8,4,8,4,6,4,8,4,6,4,1,1,14.03.56,2,2,2,2,
2,4,1,5,1,8,1,7,2,3,1,8,2,4,1,8,1,3,1,1,1,14.03.22,2,2,2,2,
2,7,4,6,3,8,2,7,2,8,4,8,2,5,3,8,3,6,1,1,1,14.02.48,2,2,2,2,
2,7,3,6,3,8,2,7,2,8,4,8,2,5,3,8,3,6,4,1,1,14.02.20,1,2,2,2,
1,7,4,6,3,8,4,7,2,8,4,8,4,5,3,8,4,5,4,1,1,14.01.43,1,0,0,2,
2,6,4,5,3,8,4,7,2,6,4,8,2,5,3,8,3,5,4,1,1,14.01.08,1,1,2,0,
1,5,1,5,1,8,1,7,1,5,1,8,1,5,1,8,1,5,1,1,1,14.00.39,1,1,1,1,
1,6,3,6,3,8,4,7,2,6,3,8,2,6,3,8,3,6,3,1,1,14.00.11,1,1,1,0,
1,6,4,6,3,8,2,7,2,6,4,8,2,6,3,8,4,6,4,1,1,13.59.38,1,1,1,1,
1,5,1,6,1,8,2,7,2,4,1,8,2,6,1,8,1,5,1,1,1,13.59.07,1,1,1,1,
1,6,1,6,1,8,1,7,2,5,1,8,2,6,1,8,1,5,1,1,1,13.58.30,1,1,1,1,
1,6,4,7,3,8,4,7,1,6,4,8,1,6,3,8,4,6,4,1,1,13.57.57,1,1,1,1,
1,5,1,6,1,8,1,8,2,5,1,8,2,6,1,8,1,5,1,2,2,13.57.19,0,1,1,1,
2,6,1,7,1,8,1,8,2,7,1,8,2,6,1,8,1,6,1,1,1,13.56.44,2,2,2,1,
2,7,1,7,1,8,2,8,2,8,1,8,4,6,1,8,1,6,1,1,1,13.56.11,2,2,2,2,
2,7,4,7,1,8,2,8,1,8,4,8,1,6,1,8,4,7,4,1,1,13.55.36,2,2,2,0,
1,6,1,7,1,8,1,8,1,7,1,8,1,7,1,8,1,7,1,1,1,13.55.01,2,2,2,1,
2,7,1,8,1,8,1,8,2,8,1,8,2,8,1,8,1,8,1,1,1,13.54.34,1,2,2,1,
2,7,4,8,3,8,4,8,2,8,4,8,2,8,3,8,3,8,4,1,1,13.54.01,1,2,2,2,
2,7,1,8,1,8,2,8,2,8,1,8,2,8,1,8,1,7,1,2,2,13.53.29,0,1,2,2,
2,7,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,8,1,1,1,13.52.53,2,0,2,2,
2,8,1,8,1,8,1,8,2,8,1,8,2,8,1,8,1,8,1,1,1,13.52.24,2,2,2,2,
2,8,4,8,3,8,4,8,2,8,4,8,4,8,3,8,3,8,3,1,1,13.51.51,2,2,2,2,
2,8,4,8,3,8,2,8,2,8,4,8,2,8,3,8,3,8,3,1,1,13.51.20,2,2,2,2,
2,8,3,8,3,8,4,8,4,8,1,8,4,8,1,8,3,8,4,1,1,13.50.44,2,2,2,2,
2,8,1,8,1,8,2,8,2,8,1,8,2,8,1,8,1,6,1,1,1,13.50.09,2,2,2,2,
2,8,3,8,3,8,2,8,2,8,3,8,2,8,3,8,3,6,3,1,1,13.49.34,2,2,2,2,
2,8,1,8,1,8,2,8,2,8,2,8,2,8,1,8,1,6,1,1,1,13.48.59,1,2,2,2,
2,8,1,8,1,8,1,8,3,8,1,8,2,8,1,8,1,6,1,1,1,13.48.26,2,2,2,2,
2,8,3,8,3,8,2,8,3,8,3,8,2,8,3,8,3,7,1,1,1,13.47.54,2,0,2,2,
2,8,2,8,2,8,2,8,3,8,2,8,2,8,2,8,2,7,1,1,1,13.47.16,2,2,2,2,
1,8,4,8,3,8,4,8,3,8,4,8,4,8,3,8,3,7,1,1,1,13.46.44,1,2,1,2,
1,8,3,8,3,8,2,8,2,8,3,8,2,8,3,8,3,7,3,1,1,13.46.15,1,1,2,0,
2,8,4,8,3,8,4,8,4,8,3,8,4,8,3,8,4,7,4,1,1,13.45.42,1,1,2,1,
2,7,1,8,1,8,1,7,2,8,1,8,2,8,1,8,1,5,1,1,1,13.45.07,1,1,1,2,
1,8,1,8,1,8,2,7,2,8,1,8,2,8,1,8,1,5,1,2,2,13.44.28,0,1,1,2,
1,8,4,8,3,8,2,7,2,8,4,8,2,8,3,8,3,5,4,1,1,13.43.56,0.5400000000000205,1,1,1,
1,8,4,8,3,8,4,7,2,8,4,8,2,8,4,8,4,5,4,1,1,13.43.19,0.38999999999987267,1,1,1,
1,6,1,8,1,8,1,7,2,8,1,8,2,8,1,8,1,4,1,1,1,13.42.43,0.2600000000001046,,1,1,
1,7,3,8,3,8,4,7,2,8,4,8,2,8,3,8,3,4,4,1,1,13.42.06,0.3700000000000614,,1,1,
1,1,2,1,1,1,8,2,1,2,1,2,2,1,1,1,5,1,1,1,15.19.08,1,1,1,1,,1.0
1,4,2,3,1,4,8,2,1,4,1,1,2,3,1,4,5,4,1,1,15.18.12,1,1,1,1,,1.0
1,1,2,1,1,1,8,2,1,1,1,1,2,1,1,1,4,1,1,1,15.17.26,1,1,1,1,,1.0
2,1,3,1,1,1,8,2,1,1,2,2,3,1,1,1,5,1,1,1,15.16.25,2,2,1,0,,0.0
3,4,4,4,2,1,8,1,1,4,2,2,4,4,8,4,6,3,1,1,15.15.55,2,2,1,0,,0.0
3,4,2,4,2,4,8,3,1,4,2,4,2,4,1,4,6,3,1,1,15.15.08,2,2,2,2,,2.0
2,4,1,4,1,1,8,2,1,4,1,4,1,4,1,4,6,3,1,1,15.13.52,2,2,2,1,,1.0
1,1,1,1,1,1,8,2,1,1,1,1,1,1,1,1,5,4,1,1,15.13.06,1,1,2,1,,1.0
2,4,1,3,1,1,8,2,1,4,2,2,1,3,1,3,5,3,1,1,15.12.20,1,2,1,1,,1.0
1,1,1,1,1,1,8,2,1,2,2,2,1,1,1,1,5,1,1,1,15.11.29,1,1,1,2,,2.0
1,1,1,1,1,1,8,1,1,3,2,1,1,1,1,3,5,1,1,1,15.10.45,1,1,2,1,,1.0
2,1,2,1,3,1,8,2,1,1,3,2,2,1,1,1,5,1,1,1,15.10.03,2,1,1,2,,2.0
2,4,3,4,3,4,8,2,1,4,3,2,2,4,1,4,6,4,1,1,15.08.48,2,1,1,2,,2.0
1,1,1,1,2,1,8,2,1,1,3,1,1,1,1,1,5,1,1,1,15.08.02,2304.45,2,1,1,,1.0
2,3,2,3,3,1,8,2,1,3,4,2,2,3,1,3,5,1,1,1,15.07.04,2385.0119999999997,2,1,1,,1.0
2,4,2,3,3,1,8,1,1,4,4,1,2,3,1,4,5,4,1,1,15.06.00,2302.92,,2,1,,1.0
1,4,2,2,4,1,8,2,1,4,4,2,2,2,1,3,5,4,1,1,15.05.16,2326.392,,2,1,,1.0
1,1,2,2,4,1,8,1,1,1,4,1,2,2,1,1,4,1,1,1,15.04.37,2343.0389999999998,,,2,,2.0
1,1,2,1,5,1,8,1,1,1,5,2,2,1,1,1,5,1,1,1,15.03.55,2301.22,,,1,,1.0
3,1,5,1,6,1,8,2,1,1,5,2,3,1,1,1,5,1,1,1,15.03.03,0.8099999999998886,,,,,['-']
3,4,5,3,6,1,8,2,1,4,5,1,3,3,1,3,6,4,1,1,15.02.25,0.8199999999999363,,,,,['-']
3,1,5,1,6,1,8,2,1,1,6,1,3,1,1,1,5,1,1,1,15.01.54,0.8200000000002206,,,,,['-']
4,3,5,3,7,1,8,2,1,3,6,2,4,3,1,3,6,1,1,1,15.01.19,0.5400000000000205,,,,,['-']
4,1,5,3,7,1,8,1,1,1,6,4,3,4,1,1,6,1,1,1,15.00.43,2,,,,,['-']
5,4,5,3,7,1,8,3,1,4,3,2,3,3,8,3,7,3,1,1,15.00.08,2,,,,,['-']
4,2,5,2,7,1,8,2,1,2,3,2,3,2,8,2,6,2,1,1,14.59.35,2,2,,,,['-']
4,3,5,3,7,1,8,2,1,4,3,2,3,3,8,3,6,3,2,2,14.59.04,0,2,,,,['-']
4,1,5,1,7,1,8,2,1,2,3,2,3,1,1,1,6,1,1,1,14.58.28,1,2,2,,,['-']
4,1,5,1,7,1,8,2,1,1,3,2,3,1,1,1,6,1,2,2,14.57.58,0,0,2,,,2
5,4,5,3,7,4,8,3,1,4,3,2,3,4,8,4,7,4,1,1,14.57.27,1,1,2,2,,2
5,4,6,4,1,1,1,3,8,4,1,4,6,4,8,4,7,4,1,1,15.41.22,2,2,2,2,,2
4,4,5,3,1,4,1,3,2,4,1,1,5,3,8,4,6,4,1,1,15.40.48,2,2,2,0,,0
3,1,5,4,1,1,1,1,1,4,1,4,4,4,8,2,6,1,1,1,15.40.17,1,2,1,1,,1
3,3,3,3,1,1,1,2,1,4,1,2,3,3,8,3,6,3,1,1,15.39.31,1,1,1,1,,1
3,4,3,4,1,4,1,1,1,4,1,2,3,4,8,4,6,4,1,1,15.39.00,1,1,2,1,,1
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,5,1,1,1,15.38.01,1,1,1,1,,1
2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,6,1,1,1,15.37.21,1,1,1,1,,1
3,4,3,4,1,4,1,2,1,4,1,2,3,4,8,4,6,4,1,1,15.36.50,2,1,1,1,,1
3,1,2,1,1,1,1,1,1,3,1,2,2,2,1,1,6,4,1,1,15.36.06,1,1,1,1,,1
3,3,2,3,1,1,1,2,1,3,1,2,2,3,8,3,4,3,1,1,15.35.17,1,1,1,1,,1
3,3,2,3,1,1,1,1,1,4,1,1,2,3,8,3,4,4,1,1,15.34.23,1,1,1,1,,1
2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,4,1,1,1,15.33.44,1,1,1,1,,1
3,3,2,3,1,1,1,2,1,4,1,2,2,3,8,3,4,3,1,1,15.32.51,2,2,2,1,,1
3,2,2,2,1,1,1,2,1,2,1,2,2,2,8,2,4,2,1,1,15.32.13,2320.8399999999997,1,2,1,,1
3,1,2,1,1,1,1,2,1,1,1,1,2,1,8,1,4,3,1,1,15.31.33,2355.397,2,2,1,,1
3,4,3,4,1,1,1,1,1,4,1,4,2,4,8,4,4,1,1,1,15.30.58,2321.62,,1,0,,0
2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,4,1,1,1,15.30.08,2321.18,,1,2,,2
2,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,5,1,1,1,15.29.29,2319.52,,,1,,1
3,1,3,1,1,1,1,2,1,1,1,2,2,1,8,1,5,1,1,1,15.28.55,2319.2099999999996,,,0,,0
4,4,4,4,1,4,1,2,1,4,1,2,3,4,8,4,6,4,1,1,15.27.48,2319.52,,,,,['-']
4,4,3,4,1,1,1,2,1,4,1,2,3,4,8,4,6,4,1,1,15.27.10,2314.499,,,,,['-']
3,1,2,1,1,1,1,3,1,1,1,4,2,1,8,1,5,1,1,1,15.26.11,2360.019,,,,,['-']
